temperature,humidity,tvoc,ecodua,rawhdua,rawethanol,pressure,nckosonglima,ncsatu,firealarm
-21.873,47.7,1408,409,12969,19382,938.73,10.1,1.575,1
-21.871,47.68,1354,408,12971,19378,938.727,10,1.559,1
-21.869,47.64,1448,427,12956,19365,938.719,10.14,1.582,1
-21.866,48.4,1465,437,12957,19361,938.716,10.24,1.597,1
-21.864,49.28,1469,426,12957,19360,938.717,10.35,1.613,1
-21.862,50.06,1410,426,12958,19368,938.706,10.51,1.638,1
-21.859,50.71,1431,426,12965,19369,938.7,10.5,1.637,1
-21.857,51.23,1412,418,12965,19383,938.697,10.72,1.672,1
-21.854,51.69,1417,408,12965,19385,938.706,10.94,1.706,1
-21.852,52,1413,424,12964,19375,938.697,11.01,1.717,1
-21.85,52.31,1404,417,12965,19371,938.705,11.33,1.766,1
-21.847,52.52,1413,412,12968,19378,938.694,11.65,1.817,1
-21.845,52.7,1389,418,12969,19374,938.691,12.51,1.952,1
-21.842,52.9,1367,400,12968,19384,938.698,12.81,1.998,1
-21.84,53.04,1454,432,12961,19367,938.705,13.22,2.061,1
-21.837,53.18,1383,407,12967,19370,938.709,13.35,2.082,1
-21.835,53.29,1358,406,12964,19382,938.709,13.47,2.101,1
-21.832,53.39,1406,405,12972,19382,938.714,13.77,2.147,1
-21.829,53.51,1413,408,12971,19379,938.714,13.92,2.171,1
-21.827,53.57,1387,400,12970,19384,938.701,14.12,2.202,1
-21.824,53.65,1390,413,12967,19377,938.713,14.29,2.229,1
-21.822,53.7,1400,419,12970,19373,938.704,14.29,2.228,1
-21.819,53.78,1352,401,12964,19381,938.703,14.15,2.206,1
-21.816,53.84,1387,401,12971,19379,938.711,13.66,2.13,1
-21.813,53.9,1373,400,12972,19378,938.708,13.38,2.086,1
-21.811,53.98,1375,401,12968,19379,938.709,13.01,2.029,1
-21.808,54.03,1385,410,12965,19374,938.706,12.92,2.014,1
-21.805,54.09,1383,407,12973,19385,938.712,12.84,2.003,1
-21.802,54.11,1415,413,12967,19378,938.725,12.75,1.989,1
-21.8,54.14,1398,411,12968,19381,938.716,12.64,1.971,1
-21.797,54.2,1429,422,12967,19372,938.709,12.51,1.951,1
-21.794,54.23,1400,413,12967,19377,938.716,12.22,1.905,1
-21.791,54.29,1300,400,12984,19407,938.718,12.06,1.88,1
-21.788,53.5,1333,400,12978,19397,938.717,11.86,1.849,1
-21.785,52.58,1316,400,12988,19398,938.706,11.76,1.834,1
-21.782,51.72,1358,400,12977,19393,938.713,11.72,1.827,1
-21.78,51.02,1350,400,12981,19386,938.706,11.71,1.825,1
-21.777,50.51,1350,400,12976,19390,938.704,11.68,1.821,1
-21.774,50.11,1381,408,12976,19383,938.702,11.56,1.802,1
-21.771,49.75,1356,400,12972,19384,938.696,11.62,1.812,1
-21.768,49.42,1327,400,12979,19392,938.691,11.9,1.855,1
-21.765,49.19,1356,400,12974,19379,938.699,11.9,1.855,1
-21.761,48.99,1373,401,12979,19386,938.709,12.08,1.883,1
-21.758,48.81,1379,404,12972,19375,938.708,12.14,1.894,1
-21.755,48.71,1366,402,12971,19388,938.697,12.35,1.926,1
-21.752,48.57,1373,402,12968,19381,938.698,13.05,2.035,1
-21.749,48.46,1383,400,12977,19390,938.701,13.66,2.13,1
-21.746,48.32,1364,403,12975,19389,938.703,13.79,2.15,1
-21.743,48.35,1346,400,12973,19376,938.703,13.91,2.17,1
-21.74,48.21,1364,402,12969,19379,938.711,13.83,2.157,1
-21.736,48.15,1343,400,12970,19395,938.707,13.66,2.131,1
-21.733,48.13,1352,400,12975,19385,938.72,13.57,2.117,1
-21.73,48.04,1350,400,12978,19392,938.706,13.21,2.06,1
-21.727,47.99,1362,400,12979,19388,938.709,12.9,2.012,1
-21.723,47.93,1335,400,12974,19389,938.716,12.63,1.97,1
-21.72,47.86,1339,400,12975,19395,938.722,12.48,1.945,1
-21.717,47.86,1348,400,12978,19393,938.71,12.52,1.953,1
-21.713,47.8,1360,400,12979,19396,938.725,12.58,1.961,1
-21.71,47.78,1356,400,12973,19381,938.722,12.54,1.955,1
-21.707,47.73,1331,403,12974,19392,938.718,12.46,1.943,1
-21.703,47.68,1352,401,12977,19404,938.708,12.37,1.929,1
-21.7,47.68,1352,400,12969,19388,938.699,12.52,1.952,1
-21.696,47.67,1396,413,12963,19376,938.702,12.5,1.95,1
-21.693,48.36,1436,440,12960,19368,938.702,12.52,1.953,1
-21.689,49.3,1415,425,12967,19379,938.699,12.54,1.956,1
-21.686,50.09,1394,420,12964,19380,938.697,12.45,1.942,1
-21.682,50.73,1394,422,12969,19385,938.694,12.37,1.928,1
-21.679,51.24,1377,414,12967,19384,938.686,11.99,1.87,1
-21.675,51.71,1348,412,12967,19380,938.702,12.04,1.877,1
-21.672,52.05,1346,400,12969,19388,938.716,12.42,1.938,1
-21.668,52.36,1354,404,12968,19392,938.704,12.58,1.962,1
-21.664,52.58,1356,404,12975,19392,938.691,12.56,1.958,1
-21.661,52.77,1310,400,12974,19392,938.685,12.46,1.943,1
-21.657,52.97,1299,400,12971,19393,938.682,12.36,1.928,1
-21.654,53.09,1377,414,12975,19394,938.688,12.2,1.903,1
-21.65,53.23,1381,408,12971,19394,938.692,11.99,1.869,1
-21.646,53.31,1335,402,12973,19387,938.694,11.77,1.835,1
-21.642,53.46,1367,406,12967,19388,938.695,11.64,1.815,1
-21.639,53.55,1371,416,12967,19383,938.695,11.73,1.828,1
-21.635,53.63,1377,404,12971,19387,938.699,11.71,1.826,1
-21.631,53.69,1348,415,12969,19385,938.706,11.98,1.868,1
-21.627,53.76,1352,404,12976,19390,938.702,12.07,1.882,1
-21.623,53.84,1358,406,12970,19389,938.702,12.01,1.873,1
-21.62,53.9,1331,406,12972,19398,938.706,11.94,1.862,1
-21.616,53.96,1350,413,12969,19388,938.717,12.12,1.889,1
-21.612,54.01,1369,408,12967,19377,938.716,12.07,1.883,1
-21.608,54.08,1352,410,12970,19385,938.71,12.09,1.886,1
-21.604,54.14,1373,407,12969,19388,938.702,12,1.871,1
-21.6,54.19,1346,410,12973,19389,938.696,11.8,1.84,1
-21.596,54.22,1354,408,12973,19393,938.702,11.61,1.81,1
-21.592,54.27,1344,404,12972,19389,938.709,11.18,1.744,1
-21.588,54.31,1346,409,12972,19383,938.71,11.02,1.719,1
-21.584,54.35,1300,400,12986,19407,938.711,11.03,1.721,1
-21.58,53.57,1327,400,12979,19401,938.707,10.98,1.712,1
-21.576,52.66,1295,400,12986,19402,938.697,10.92,1.704,1
-21.572,51.78,1293,400,12985,19404,938.698,11.02,1.718,1
-21.568,51.13,1358,401,12975,19388,938.696,11.19,1.745,1
-21.563,50.56,1337,400,12974,19388,938.7,11.55,1.802,1
-21.559,50.16,1343,400,12976,19394,938.689,11.89,1.855,1
-21.555,49.77,1348,400,12974,19388,938.682,12.38,1.931,1
-21.551,49.49,1316,400,12978,19403,938.679,12.41,1.935,1
-21.547,49.24,1310,400,12979,19396,938.688,12.57,1.96,1
-21.543,49.02,1325,400,12978,19394,938.691,12.85,2.003,1
-21.538,48.85,1339,400,12975,19398,938.69,13.31,2.075,1
-21.534,48.75,1335,400,12970,19388,938.681,13.41,2.091,1
-21.53,48.63,1339,401,12979,19392,938.681,13.46,2.099,1
-21.525,48.52,1335,400,12976,19392,938.686,13.49,2.103,1
-21.521,48.43,1360,404,12974,19382,938.686,13.76,2.145,1
-21.517,48.35,1358,400,12977,19386,938.703,13.88,2.164,1
-21.512,48.27,1373,406,12978,19393,938.693,13.82,2.155,1
-21.508,48.19,1356,400,12972,19386,938.695,13.72,2.139,1
-21.504,48.1,1341,400,12978,19386,938.705,13.65,2.129,1
-21.499,48.07,1354,400,12977,19396,938.698,13.27,2.07,1
-21.495,48,1358,403,12972,19387,938.698,13.14,2.049,1
-21.49,47.94,1344,407,12977,19397,938.701,12.78,1.992,1
-21.486,47.89,1354,413,12971,19398,938.697,12.56,1.958,1
-21.481,47.87,1343,401,12971,19383,938.703,12.27,1.913,1
-21.477,47.83,1350,411,12975,19383,938.706,12.23,1.907,1
-21.472,47.77,1331,415,12974,19390,938.701,12.21,1.904,1
-21.468,47.73,1352,400,12973,19387,938.708,12.38,1.931,1
-21.463,47.72,1343,400,12975,19394,938.708,12.6,1.966,1
-21.458,47.64,1337,400,12982,19394,938.707,12.68,1.977,1
-21.454,47.66,1419,429,12957,19369,938.711,12.92,2.015,1
-21.449,48.39,1408,422,12949,19366,938.716,13.07,2.038,1
-21.444,49.32,1421,431,12958,19372,938.712,13.14,2.049,1
-21.44,50.12,1385,424,12965,19385,938.708,13.15,2.051,1
-21.435,50.74,1377,424,12963,19379,938.709,13.05,2.035,1
-21.43,51.22,1408,415,12968,19378,938.705,13.1,2.042,1
-21.425,51.71,1383,413,12971,19390,938.71,12.9,2.011,1
-21.421,52.06,1387,415,12969,19379,938.708,12.84,2.002,1
-21.416,52.32,1352,408,12964,19387,938.715,12.83,2.001,1
-21.411,52.58,1417,415,12975,19390,938.711,12.81,1.997,1
-21.406,52.83,1350,402,12973,19386,938.709,12.71,1.982,1
-21.401,52.91,1321,403,12972,19394,938.698,12.41,1.935,1
-21.397,53.08,1352,406,12969,19387,938.714,12.27,1.913,1
-21.392,53.24,1327,406,12972,19387,938.709,12.14,1.894,1
-21.387,53.33,1364,401,12973,19384,938.722,12.04,1.878,1
-21.382,53.43,1344,408,12971,19390,938.722,11.94,1.862,1
-21.377,53.49,1360,401,12969,19382,938.72,11.87,1.852,1
-21.372,53.61,1354,406,12975,19390,938.711,11.84,1.846,1
-21.367,53.7,1362,400,12974,19396,938.712,11.9,1.855,1
-21.362,53.77,1375,417,12975,19389,938.709,11.88,1.853,1
-21.357,53.84,1331,404,12972,19393,938.719,11.78,1.837,1
-21.352,53.9,1354,403,12975,19393,938.709,11.55,1.801,1
-21.347,53.94,1350,415,12966,19385,938.711,11.36,1.772,1
-21.342,54.02,1343,403,12973,19391,938.712,11.07,1.727,1
-21.336,54.07,1375,413,12964,19380,938.72,11.05,1.723,1
-21.331,54.12,1366,413,12965,19396,938.728,10.8,1.685,1
-21.326,54.15,1362,410,12972,19391,938.707,10.71,1.67,1
-21.321,54.2,1381,405,12975,19388,938.703,10.69,1.667,1
-21.316,54.23,1394,420,12966,19377,938.696,10.75,1.677,1
-21.311,54.26,1362,401,12974,19384,938.694,10.8,1.684,1
-21.305,54.3,1329,400,12984,19400,938.7,10.95,1.707,1
-21.3,53.52,1339,400,12984,19396,938.701,10.94,1.706,1
-21.295,52.59,1285,400,12982,19402,938.701,10.85,1.692,1
-21.289,51.79,1354,400,12978,19388,938.698,10.74,1.674,1
-21.284,51.09,1375,400,12981,19401,938.7,10.52,1.64,1
-21.279,50.55,1310,400,12979,19398,938.705,10.4,1.622,1
-21.273,50.09,1329,400,12981,19400,938.702,10.66,1.662,1
-21.268,49.78,1295,400,12981,19401,938.701,10.82,1.687,1
-21.263,49.51,1337,400,12982,19400,938.703,11.12,1.734,1
-21.257,49.22,1354,406,12972,19382,938.709,11.22,1.749,1
-21.252,49.08,1354,406,12972,19388,938.712,11.52,1.797,1
-21.246,48.91,1329,413,12972,19386,938.699,11.71,1.826,1
-21.241,48.79,1366,404,12975,19383,938.704,12.08,1.884,1
-21.235,48.62,1375,400,12976,19386,938.708,12.16,1.897,1
-21.23,48.49,1331,400,12977,19397,938.717,12.32,1.922,1
-21.224,48.43,1373,400,12974,19385,938.716,12.35,1.926,1
-21.219,48.37,1352,400,12978,19389,938.706,12.33,1.923,1
-21.213,48.24,1362,406,12974,19388,938.712,12.34,1.925,1
-21.208,48.19,1331,401,12972,19388,938.713,12.28,1.915,1
-21.202,48.12,1339,400,12979,19407,938.707,12.37,1.928,1
-21.196,48.1,1321,400,12981,19395,938.708,12.44,1.94,1
-21.191,48,1344,400,12979,19397,938.713,12.67,1.976,1
-21.185,47.97,1327,407,12976,19393,938.702,12.97,2.023,1
-21.179,47.91,1352,411,12973,19384,938.694,13.44,2.096,1
-21.173,47.92,1337,400,12977,19399,938.707,13.61,2.122,1
-21.168,47.86,1373,403,12974,19386,938.713,13.81,2.154,1
-21.162,47.82,1339,400,12973,19390,938.713,13.8,2.153,1
-21.156,47.76,1316,400,12972,19388,938.698,13.51,2.107,1
-21.15,47.72,1341,401,12974,19390,938.702,13.56,2.114,1
-21.144,47.68,1373,408,12976,19385,938.694,13.63,2.125,1
-21.139,47.72,1419,431,12965,19372,938.702,13.76,2.145,1
-21.133,48.42,1434,422,12966,19373,938.7,13.8,2.153,1
-21.127,49.33,1448,427,12960,19369,938.691,13.69,2.135,1
-21.121,50.12,1431,421,12964,19372,938.695,13.61,2.122,1
-21.115,50.77,1408,415,12967,19376,938.688,13.58,2.118,1
-21.109,51.28,1381,415,12971,19384,938.683,13.26,2.068,1
-21.103,51.71,1419,420,12962,19371,938.682,13.16,2.051,1
-21.097,52.04,1383,410,12977,19386,938.698,13.09,2.041,1
-21.091,52.4,1381,414,12967,19379,938.687,12.86,2.005,1
-21.085,52.63,1387,420,12966,19377,938.693,12.71,1.983,1
-21.079,52.81,1400,412,12967,19379,938.69,12.57,1.961,1
-21.073,52.97,1400,415,12969,19376,938.698,12.51,1.951,1
-21.067,53.14,1379,413,12966,19382,938.698,12.37,1.929,1
-21.061,53.23,1402,418,12972,19383,938.704,12.38,1.931,1
-21.054,53.35,1406,417,12969,19377,938.697,12.3,1.918,1
-21.048,53.43,1387,416,12972,19380,938.692,12.26,1.912,1
-21.042,53.55,1362,406,12969,19386,938.691,12.16,1.896,1
-21.036,53.62,1366,410,12972,19391,938.696,12.19,1.901,1
-21.03,53.7,1358,410,12975,19383,938.699,12.08,1.883,1
-21.023,53.79,1389,406,12964,19373,938.693,11.96,1.866,1
-21.017,53.83,1375,406,12974,19376,938.699,11.74,1.83,1
-21.011,53.92,1406,413,12969,19381,938.692,11.54,1.799,1
-21.004,53.96,1402,410,12970,19383,938.692,11.69,1.822,1
-20.998,54,1417,413,12964,19377,938.694,11.86,1.85,1
-20.992,54.11,1379,412,12968,19378,938.691,12.12,1.89,1
-20.985,54.15,1406,417,12969,19387,938.682,12.16,1.896,1
-20.979,54.21,1423,417,12969,19374,938.694,12.32,1.921,1
-20.973,54.21,1398,415,12971,19384,938.696,12.46,1.944,1
-20.966,54.27,1421,417,12963,19379,938.697,12.66,1.974,1
-20.96,54.29,1385,405,12971,19374,938.695,12.93,2.017,1
-20.953,54.36,1337,400,12986,19401,938.696,13.06,2.037,1
-20.947,53.55,1356,400,12982,19394,938.697,13.42,2.093,1
-20.94,52.67,1306,400,12980,19390,938.691,13.63,2.125,1
-20.934,51.76,1364,400,12979,19389,938.697,13.69,2.134,1
-20.927,51.14,1379,401,12979,19386,938.705,13.79,2.15,1
-20.921,50.56,1356,406,12974,19385,938.701,13.93,2.172,1
-20.914,50.19,1400,404,12974,19383,938.694,13.97,2.179,1
-20.907,49.82,1375,400,12977,19392,938.7,13.9,2.167,1
-20.901,49.51,1387,406,12969,19384,938.703,13.84,2.158,1
-20.894,49.24,1371,400,12975,19390,938.708,13.93,2.172,1
-20.887,49.05,1339,400,12978,19393,938.713,14.01,2.184,1
-20.881,48.91,1354,410,12975,19390,938.706,14.36,2.239,1
-20.874,48.78,1362,410,12976,19386,938.708,14.54,2.268,1
-20.867,48.67,1387,408,12973,19378,938.72,14.73,2.297,1
-20.86,48.49,1406,406,12978,19383,938.717,14.77,2.302,1
-20.853,48.45,1354,400,12978,19388,938.718,15.26,2.379,1
-20.847,48.36,1371,408,12979,19385,938.722,15.5,2.418,1
-20.84,48.27,1356,404,12975,19385,938.72,16,2.496,1
-20.833,48.18,1327,400,12978,19387,938.707,16.4,2.558,1
-20.826,48.17,1348,400,12977,19379,938.709,16.56,2.583,1
-20.819,48.08,1375,400,12970,19379,938.707,16.42,2.561,1
-20.812,48.04,1354,400,12979,19387,938.709,16.19,2.524,1
-20.805,47.97,1350,400,12979,19396,938.708,15.81,2.466,1
-20.798,47.92,1366,400,12981,19389,938.704,15.77,2.46,1
-20.791,47.91,1339,400,12979,19386,938.698,15.36,2.396,1
-20.784,47.85,1373,405,12976,19389,938.694,15.2,2.37,1
-20.777,47.82,1352,401,12983,19390,938.692,14.85,2.316,1
-20.77,47.77,1373,400,12975,19384,938.696,14.69,2.29,1
-20.763,47.76,1379,408,12972,19377,938.695,14.52,2.264,1
-20.756,47.69,1404,409,12973,19385,938.692,14.64,2.283,1
-20.749,47.67,1442,428,12964,19369,938.697,14.84,2.315,1
-20.742,48.42,1419,429,12964,19372,938.699,14.92,2.327,1
-20.735,49.29,1408,426,12962,19369,938.703,14.87,2.318,1
-20.728,50.11,1431,417,12961,19374,938.701,14.75,2.3,1
-20.72,50.74,1419,419,12969,19376,938.689,14.36,2.24,1
-20.713,51.25,1392,409,12968,19376,938.692,14.16,2.208,1
-20.706,51.71,1423,413,12969,19378,938.691,13.7,2.137,1
-20.699,52.1,1367,406,12969,19373,938.699,13.36,2.084,1
-20.691,52.31,1346,404,12976,19388,938.705,13.05,2.036,1
-20.684,52.59,1415,424,12968,19375,938.705,12.63,1.969,1
-20.677,52.79,1406,404,12977,19385,938.716,12.53,1.954,1
-20.669,52.97,1398,411,12971,19381,938.709,12.19,1.9,1
-20.662,53.12,1389,413,12969,19374,938.699,12.01,1.873,1
-20.655,53.23,1381,406,12973,19378,938.685,11.7,1.825,1
-20.647,53.35,1389,410,12965,19376,938.695,11.57,1.804,1
-20.64,53.44,1394,403,12972,19382,938.698,11.19,1.745,1
-20.632,53.52,1398,409,12972,19381,938.696,11.01,1.718,1
-20.625,53.61,1413,416,12968,19377,938.693,10.97,1.711,1
-20.617,53.74,1394,415,12968,19384,938.69,10.97,1.71,1
-20.61,53.77,1371,404,12972,19386,938.693,11.28,1.759,1
-20.602,53.82,1417,413,12970,19375,938.687,11.5,1.793,1
-20.595,53.92,1373,413,12969,19385,938.699,11.78,1.836,1
-20.587,53.97,1385,415,12974,19390,938.7,11.91,1.857,1
-20.579,54.03,1404,413,12966,19382,938.694,12.19,1.901,1
-20.572,54.06,1410,404,12977,19380,938.698,12.34,1.925,1
-20.564,54.15,1406,418,12969,19374,938.701,12.36,1.927,1
-20.557,54.17,1379,406,12977,19382,938.696,12.31,1.919,1
-20.549,54.24,1404,410,12971,19375,938.69,12.25,1.91,1
-20.541,54.27,1392,400,12976,19386,938.697,12.24,1.908,1
-20.533,54.32,1421,414,12968,19374,938.703,12.18,1.899,1
-20.526,54.36,1320,400,12986,19395,938.704,12.26,1.913,1
-20.518,53.56,1331,400,12982,19402,938.703,12.19,1.901,1
-20.51,52.63,1310,400,12987,19397,938.687,12.17,1.898,1
-20.502,51.8,1343,400,12982,19396,938.695,12.11,1.889,1
-20.494,51.1,1337,400,12977,19386,938.698,11.97,1.866,1
-20.487,50.59,1358,400,12978,19381,938.704,11.84,1.846,1
-20.479,50.16,1344,400,12984,19399,938.702,11.65,1.817,1
-20.471,49.77,1377,408,12972,19381,938.709,11.69,1.823,1
-20.463,49.46,1344,406,12977,19390,938.71,11.42,1.78,1
-20.455,49.09,1394,400,12975,19384,938.7,11.25,1.755,1
-20.447,48.97,1344,410,12978,19388,938.694,11.2,1.747,1
-20.439,48.8,1346,404,12975,19388,938.699,11.14,1.737,1
-20.431,48.64,1406,419,12972,19377,938.701,11.17,1.741,1
-20.423,48.55,1421,413,12968,19380,938.716,11.29,1.76,1
-20.415,48.45,1402,406,12971,19380,938.714,11.24,1.753,1
-20.407,48.38,1377,400,12977,19389,938.712,11.16,1.74,1
-20.399,48.31,1358,400,12975,19387,938.72,11.11,1.733,1
-20.39,48.22,1373,404,12973,19382,938.727,11.08,1.728,1
-20.382,48.16,1408,408,12977,19376,938.708,11,1.715,1
-20.374,48.09,1429,414,12971,19378,938.713,10.81,1.686,1
-20.366,48.04,1404,407,12975,19375,938.713,10.91,1.701,1
-20.358,47.99,1348,410,12974,19378,938.713,11.22,1.749,1
-20.349,47.95,1360,400,12978,19385,938.714,11.32,1.764,1
-20.341,47.89,1371,400,12979,19387,938.711,11.39,1.776,1
-20.333,47.87,1383,409,12979,19389,938.707,12.05,1.879,1
-20.325,47.77,1354,400,12979,19397,938.7,12.89,2.01,1
-20.316,47.79,1379,400,12974,19384,938.695,13.18,2.056,1
-20.308,47.75,1387,400,12974,19386,938.691,13.68,2.134,1
-20.3,47.74,1323,400,12975,19386,938.687,13.83,2.157,1
-20.291,47.7,1348,401,12983,19384,938.691,14,2.183,1
-20.283,47.67,1456,439,12964,19374,938.703,13.98,2.18,1
-20.274,48.41,1450,434,12960,19365,938.712,13.74,2.142,1
-20.266,49.31,1412,424,12964,19378,938.71,13.66,2.129,1
-20.257,50.11,1444,431,12964,19370,938.706,13.3,2.073,1
-20.249,50.72,1387,416,12972,19380,938.704,13.15,2.05,1
-20.24,51.26,1427,414,12966,19381,938.701,13.04,2.034,1
-20.232,51.68,1423,416,12970,19375,938.701,13.11,2.045,1
-20.223,52.06,1419,418,12971,19380,938.71,13.09,2.041,1
-20.215,52.35,1390,412,12975,19377,938.706,12.94,2.018,1
-20.206,52.57,1400,412,12965,19373,938.705,12.87,2.006,1
-20.198,52.79,1383,410,12969,19379,938.707,12.59,1.963,1
-20.189,52.96,1413,401,12972,19383,938.693,12.4,1.934,1
-20.18,53.05,1373,409,12971,19378,938.706,12.07,1.882,1
-20.172,53.24,1408,414,12973,19380,938.702,11.87,1.851,1
-20.163,53.34,1371,401,12977,19383,938.694,11.71,1.826,1
-20.154,53.42,1400,409,12971,19379,938.698,11.63,1.814,1
-20.145,53.54,1396,413,12973,19386,938.713,11.95,1.863,1
-20.137,53.67,1415,419,12965,19385,938.711,12.24,1.909,1
-20.128,53.71,1385,415,12974,19378,938.715,12.66,1.974,1
-20.119,53.78,1379,403,12975,19383,938.716,12.79,1.995,1
-20.11,53.89,1389,413,12974,19385,938.722,12.94,2.017,1
-20.101,53.93,1392,410,12974,19375,938.727,12.99,2.026,1
-20.092,53.95,1394,410,12971,19377,938.732,13.04,2.033,1
-20.083,54.03,1417,415,12973,19382,938.733,12.94,2.018,1
-20.074,54.04,1379,400,12979,19385,938.732,12.59,1.963,1
-20.066,54.13,1415,404,12971,19374,938.724,12.5,1.949,1
-20.057,54.2,1398,409,12971,19382,938.735,12.55,1.957,1
-20.048,54.25,1337,400,12969,19381,938.738,12.55,1.958,1
-20.039,54.24,1377,415,12973,19378,938.737,12.53,1.954,1
-20.029,54.29,1379,406,12971,19385,938.733,12.44,1.939,1
-20.02,54.36,1320,400,12987,19403,938.731,12.37,1.929,1
-20.011,53.58,1299,400,12985,19401,938.721,11.98,1.867,1
-20.002,52.64,1304,400,12984,19399,938.735,11.73,1.829,1
-19.993,51.8,1323,400,12987,19399,938.729,11.66,1.818,1
-19.984,51.13,1341,400,12985,19404,938.725,11.79,1.839,1
-19.975,50.56,1350,400,12984,19387,938.723,11.83,1.845,1
-19.966,50.13,1379,400,12981,19394,938.711,11.73,1.829,1
-19.956,49.78,1367,404,12977,19381,938.701,11.77,1.835,1
-19.947,49.49,1350,400,12974,19390,938.722,11.78,1.837,1
-19.938,49.23,1337,400,12978,19396,938.727,11.81,1.841,1
-19.929,49.06,1343,400,12981,19395,938.723,11.77,1.835,1
-19.919,48.91,1331,400,12983,19397,938.737,11.86,1.849,1
-19.91,48.76,1354,406,12976,19394,938.737,11.86,1.85,1
-19.901,48.63,1356,400,12973,19383,938.741,11.87,1.851,1
-19.891,48.54,1354,406,12982,19391,938.722,11.77,1.836,1
-19.882,48.45,1356,400,12978,19395,938.717,11.69,1.822,1
-19.872,48.39,1375,401,12978,19388,938.72,11.58,1.805,1
-19.863,48.31,1343,402,12975,19385,938.728,11.37,1.773,1
-19.853,48.19,1367,400,12978,19391,938.727,11.05,1.723,1
-19.844,48.13,1379,401,12969,19387,938.725,10.92,1.702,1
-19.834,48.12,1333,400,12980,19398,938.722,10.84,1.691,1
-19.825,48.06,1320,400,12983,19389,938.732,10.73,1.673,1
-19.815,47.97,1364,405,12972,19387,938.736,10.72,1.672,1
-19.806,47.92,1352,403,12977,19388,938.734,10.77,1.679,1
-19.796,47.86,1331,400,12977,19399,938.731,11.05,1.724,1
-19.787,47.84,1350,400,12979,19390,938.721,11.22,1.749,1
-19.777,47.81,1310,400,12980,19400,938.721,11.38,1.775,1
-19.767,47.73,1360,407,12977,19386,938.723,11.5,1.794,1
-19.758,47.76,1383,414,12981,19397,938.717,11.54,1.8,1
-19.748,47.72,1379,406,12979,19382,938.707,11.44,1.784,1
-19.738,47.69,1434,422,12963,19369,938.699,11.31,1.763,1
-19.728,48.46,1436,436,12961,19365,938.706,11.32,1.764,1
-19.719,49.33,1412,424,12967,19371,938.701,11.29,1.76,1
-19.709,50.14,1408,415,12972,19385,938.704,11.22,1.749,1
-19.699,50.8,1394,415,12969,19380,938.712,10.85,1.692,1
-19.689,51.28,1392,413,12971,19373,938.706,10.68,1.666,1
-19.679,51.73,1367,407,12967,19374,938.708,10.52,1.64,1
-19.669,52.1,1402,415,12969,19376,938.71,10.35,1.614,1
-19.659,52.37,1383,400,12975,19380,938.713,10.32,1.609,1
-19.649,52.63,1398,417,12970,19380,938.722,10.5,1.637,1
-19.64,52.83,1402,418,12969,19373,938.722,10.59,1.651,1
-19.63,52.96,1398,413,12969,19374,938.722,10.96,1.71,1
-19.62,53.12,1387,404,12975,19386,938.722,11.05,1.722,1
-19.61,53.25,1354,400,12973,19390,938.709,11.23,1.751,1
-19.599,53.38,1413,414,12970,19374,938.713,11.23,1.752,1
-19.589,53.48,1366,400,12976,19385,938.719,11.31,1.764,1
-19.579,53.56,1375,405,12971,19388,938.71,11.52,1.797,1
-19.569,53.65,1390,410,12973,19376,938.708,11.65,1.817,1
-19.559,53.72,1377,422,12971,19382,938.709,11.75,1.833,1
-19.549,53.79,1366,400,12972,19389,938.713,11.68,1.821,1
-19.539,53.91,1383,406,12972,19379,938.717,11.63,1.814,1
-19.528,53.92,1377,410,12970,19383,938.718,11.66,1.819,1
-19.518,54,1350,400,12972,19390,938.703,11.78,1.837,1
-19.508,54.05,1327,402,12977,19396,938.708,11.91,1.858,1
-19.498,54.09,1341,408,12972,19383,938.723,12.09,1.885,1
-19.487,54.15,1385,410,12968,19381,938.712,12.37,1.928,1
-19.477,54.18,1348,413,12975,19380,938.713,12.29,1.916,1
-19.467,54.21,1354,401,12976,19388,938.708,12.18,1.899,1
-19.456,54.24,1389,415,12973,19381,938.71,12.23,1.907,1
-19.446,54.28,1373,412,12973,19386,938.711,12.3,1.919,1
-19.436,54.35,1306,400,12985,19402,938.706,12.35,1.926,1
-19.425,53.58,1302,400,12988,19405,938.71,12.39,1.932,1
-19.415,52.66,1295,400,12984,19399,938.707,12.34,1.924,1
-19.404,51.81,1321,400,12978,19394,938.714,12.31,1.92,1
-19.394,51.09,1316,400,12985,19398,938.715,12.32,1.921,1
-19.383,50.59,1304,400,12986,19394,938.714,12.24,1.908,1
-19.373,50.15,1323,400,12983,19391,938.701,12.11,1.888,1
-19.362,49.78,1354,400,12979,19392,938.708,11.95,1.864,1
-19.352,49.48,1321,400,12986,19397,938.706,11.64,1.815,1
-19.341,49.27,1346,403,12972,19385,938.703,11.48,1.789,1
-19.33,49.07,1362,400,12975,19382,938.707,11.11,1.732,1
-19.32,48.89,1358,400,12981,19388,938.714,10.86,1.694,1
-19.309,48.76,1360,400,12980,19387,938.713,10.76,1.677,1
-19.298,48.56,1352,400,12979,19389,938.713,10.81,1.686,1
-19.287,48.53,1350,400,12975,19386,938.704,11.15,1.739,1
-19.277,48.43,1348,400,12976,19389,938.719,11.16,1.74,1
-19.266,48.35,1385,400,12977,19382,938.719,11.04,1.722,1
-19.255,48.28,1341,400,12982,19393,938.72,10.89,1.698,1
